TYPE,CODE,NAME
location,340824,    潜山县
location,340825,    太湖县
location,340826,    宿松县
location,340827,    望江县
location,340828,    岳西县
location,340881,    桐城市
location,341000,黄山市
location,341002,    屯溪区
location,341003,    黄山区
location,341004,    徽州区
location,341021,    歙县
location,341022,    休宁县
location,341023,    黟县
location,341024,    祁门县
location,341100,滁州市
location,341102,    琅琊区
location,341103,    南谯区
location,341122,    来安县
location,341124,    全椒县
location,341125,    定远县
location,341126,    凤阳县
location,341181,    天长市
location,341182,    明光市
location,341200,阜阳市
location,341202,    颍州区
location,341203,    颍东区
location,341204,    颍泉区
location,341221,    临泉县
location,341222,    太和县
location,341225,    阜南县
location,341226,    颍上县
location,341282,    界首市
location,341300,宿州市
location,341302,    埇桥区
location,341321,    砀山县
location,341322,    萧县
location,341323,    灵璧县
location,341324,    泗县
location,341500,六安市
location,341502,    金安区
location,341503,    裕安区
location,341504,    叶集区
location,341522,    霍邱县
location,341523,    舒城县
location,341524,    金寨县
location,341525,    霍山县
location,341600,亳州市
location,341602,    谯城区
location,341621,    涡阳县
location,341622,    蒙城县
location,341623,    利辛县
location,341700,池州市
location,341702,    贵池区
location,341721,    东至县
location,341722,    石台县
location,341723,    青阳县
location,341800,宣城市
location,341802,    宣州区
location,341821,    郎溪县
location,341822,    广德县
location,341823,    泾县
location,341824,    绩溪县
location,341825,    旌德县
location,341881,    宁国市
location,350000,福建省
location,350100,福州市
location,350102,    鼓楼区
location,350103,    台江区
location,350104,    仓山区
location,350105,    马尾区
location,350111,    晋安区
location,350121,    闽侯县
location,350122,    连江县
location,350123,    罗源县
location,350124,    闽清县
location,350125,    永泰县
location,350128,    平潭县
location,350181,    福清市
location,350182,    长乐市
location,350200,厦门市
location,350203,    思明区
location,350205,    海沧区
location,350206,    湖里区
location,350211,    集美区
location,350212,    同安区
location,350213,    翔安区
location,350300,莆田市
location,350302,    城厢区
location,350303,    涵江区
location,350304,    荔城区
location,350305,    秀屿区
location,350322,    仙游县
location,350400,三明市
location,350402,    梅列区
location,350403,    三元区
location,350421,    明溪县
location,350423,    清流县
location,350424,    宁化县
location,350425,    大田县
location,350426,    尤溪县
location,350427,    沙县
location,350428,    将乐县
location,350429,    泰宁县
location,350430,    建宁县
location,350481,    永安市
location,350500,泉州市
location,350502,    鲤城区
location,350503,    丰泽区
location,350504,    洛江区
location,350505,    泉港区
location,350521,    惠安县
location,350524,    安溪县
location,350525,    永春县
location,350526,    德化县
location,350527,    金门县
location,350581,    石狮市
location,350582,    晋江市
location,350583,    南安市
location,350600,漳州市
location,350602,    芗城区
location,350603,    龙文区
location,350622,    云霄县
location,350623,    漳浦县
location,350624,    诏安县
location,350625,    长泰县
location,350626,    东山县
location,350627,    南靖县
location,350628,    平和县
location,350629,    华安县
location,350681,    龙海市
location,350700,南平市
location,350702,    延平区
location,350703,    建阳区
location,350721,    顺昌县
location,350722,    浦城县
location,350723,    光泽县
location,350724,    松溪县
location,350725,    政和县
location,350781,    邵武市
location,350782,    武夷山市
location,350783,    建瓯市
location,350800,龙岩市
location,350802,    新罗区
location,350803,    永定区
location,350821,    长汀县
location,350823,    上杭县
location,350824,    武平县
location,350825,    连城县
location,350881,    漳平市
location,350900,宁德市
location,350902,    蕉城区
location,350921,    霞浦县
location,350922,    古田县
location,350923,    屏南县
location,350924,    寿宁县
location,350925,    周宁县
location,350926,    柘荣县
location,350981,    福安市
location,350982,    福鼎市
location,360000,江西省
location,360100,南昌市
location,360102,    东湖区
location,360103,    西湖区
location,360104,    青云谱区
location,360105,    湾里区
location,360111,    青山湖区
location,360112,    新建区
location,360121,    南昌县
location,360123,    安义县
location,360124,    进贤县
location,360200,景德镇市
location,360202,    昌江区
location,360203,    珠山区
location,360222,    浮梁县
location,360281,    乐平市
location,360300,萍乡市
location,360302,    安源区
location,360313,    湘东区
location,360321,    莲花县
location,360322,    上栗县
location,360323,    芦溪县
location,360400,九江市
location,360402,    濂溪区
location,360403,    浔阳区
location,360421,    九江县
location,360423,    武宁县
location,360424,    修水县
location,360425,    永修县
location,360426,    德安县
location,360428,    都昌县
location,360429,    湖口县
location,360430,    彭泽县
location,360481,    瑞昌市
location,360482,    共青城市
location,360483,    庐山市
location,360500,新余市
location,360502,    渝水区
location,360521,    分宜县
location,360600,鹰潭市
location,360602,    月湖区
location,360622,    余江县
location,360681,    贵溪市
location,360700,赣州市
location,360702,    章贡区
location,360703,    南康区
location,360704,    赣县区
location,360722,    信丰县
location,360723,    大余县
location,360724,    上犹县
location,360725,    崇义县
location,360726,    安远县
location,360727,    龙南县
location,360728,    定南县
location,360729,    全南县
location,360730,    宁都县
location,360731,    于都县
location,360732,    兴国县
location,360733,    会昌县
location,360734,    寻乌县
location,360735,    石城县
location,360781,    瑞金市
location,360800,吉安市
location,360802,    吉州区
location,360803,    青原区
location,360821,    吉安县
location,360822,    吉水县
location,360823,    峡江县
location,360824,    新干县
location,360825,    永丰县
location,360826,    泰和县
location,360827,    遂川县
location,360828,    万安县
location,360829,    安福县
location,360830,    永新县
location,360881,    井冈山市
location,360900,宜春市
location,360902,    袁州区
location,360921,    奉新县
location,360922,    万载县
location,360923,    上高县
location,360924,    宜丰县
location,360925,    靖安县
location,360926,    铜鼓县
location,360981,    丰城市
location,360982,    樟树市
location,360983,    高安市
location,361000,抚州市
location,361002,    临川区
location,361021,    南城县
location,361022,    黎川县
location,361023,    南丰县
location,361024,    崇仁县
location,361025,    乐安县
location,361026,    宜黄县
location,361027,    金溪县
location,361028,    资溪县
location,361029,    东乡区
location,361030,    广昌县
location,361100,上饶市
location,361102,    信州区
location,361103,    广丰区
location,361121,    上饶县
location,361123,    玉山县
location,361124,    铅山县
location,361125,    横峰县
location,361126,    弋阳县
location,361127,    余干县
location,361128,    鄱阳县
location,361129,    万年县
location,361130,    婺源县
location,361181,    德兴市
location,370000,山东省
location,370100,济南市
location,370102,    历下区
location,370103,    市中区
location,370104,    槐荫区
location,370105,    天桥区
location,370112,    历城区
location,370113,    长清区
location,370114,    章丘区
location,370124,    平阴县
location,370125,    济阳县
location,370126,    商河县
location,370200,青岛市
location,370202,    市南区
location,370203,    市北区
location,370211,    黄岛区
location,370212,    崂山区
location,370213,    李沧区
location,370214,    城阳区
location,370281,    胶州市
location,370282,    即墨市
location,370283,    平度市
location,370285,    莱西市
location,370300,淄博市
location,370302,    淄川区
location,370303,    张店区
location,370304,    博山区
location,370305,    临淄区
location,370306,    周村区
location,370321,    桓台县
location,370322,    高青县
location,370323,    沂源县
location,370400,枣庄市
location,370402,    市中区
location,370403,    薛城区
location,370404,    峄城区
location,370405,    台儿庄区
location,370406,    山亭区
location,370481,    滕州市
location,370500,东营市
location,370502,    东营区
location,370503,    河口区
location,370505,    垦利区 
location,370522,    利津县
location,370523,    广饶县
location,370600,烟台市
location,370602,    芝罘区
location,370611,    福山区
location,370612,    牟平区
location,370613,    莱山区
location,370634,    长岛县
location,370681,    龙口市
location,370682,    莱阳市
location,370683,    莱州市
location,370684,    蓬莱市
location,370685,    招远市
location,370686,    栖霞市
location,370687,    海阳市
location,370700,潍坊市
location,370702,    潍城区
location,370703,    寒亭区
location,370704,    坊子区
location,370705,    奎文区
location,370724,    临朐县
location,370725,    昌乐县
location,370781,    青州市
location,370782,    诸城市
location,370783,    寿光市
location,370784,    安丘市
location,370785,    高密市
location,370786,    昌邑市
location,370800,济宁市
location,370811,    任城区
location,370812,    兖州区
location,370826,    微山县
location,370827,    鱼台县
location,370828,    金乡县
location,370829,    嘉祥县
location,370830,    汶上县
location,370831,    泗水县
location,370832,    梁山县
location,370881,    曲阜市
location,370883,    邹城市
location,370900,泰安市
location,370902,    泰山区
location,370911,    岱岳区
location,370921,    宁阳县
location,370923,    东平县
location,370982,    新泰市
location,370983,    肥城市
location,371000,威海市
location,371002,    环翠区
location,371003,    文登区
location,371082,    荣成市
location,371083,    乳山市
location,371100,日照市
location,371102,    东港区
location,371103,    岚山区
location,371121,    五莲县
location,371122,    莒县
location,371200,莱芜市
location,371202,    莱城区
location,371203,    钢城区
location,371300,临沂市
location,371302,    兰山区
location,371311,    罗庄区
location,371312,    河东区
location,371321,    沂南县
location,371322,    郯城县
location,371323,    沂水县
location,371324,    兰陵县
location,371325,    费县
location,371326,    平邑县
location,371327,    莒南县
location,371328,    蒙阴县
location,371329,    临沭县
location,371400,德州市
location,371402,    德城区
location,371403,    陵城区
location,371422,    宁津县
location,371423,    庆云县
location,371424,    临邑县
location,371425,    齐河县
location,371426,    平原县
location,371427,    夏津县
location,371428,    武城县
location,371481,    乐陵市
location,371482,    禹城市
location,371500,聊城市
location,371502,    东昌府区
location,371521,    阳谷县
location,371522,    莘县
location,371523,    茌平县
location,371524,    东阿县
location,371525,    冠县
location,371526,    高唐县
location,371581,    临清市
location,371600,滨州市
location,371602,    滨城区
location,371603,    沾化区
location,371621,    惠民县
location,371622,    阳信县
location,371623,    无棣县
location,371625,    博兴县
location,371626,    邹平县
location,371700,菏泽市
location,371702,    牡丹区
location,371703,    定陶区
location,371721,    曹县
location,371722,    单县
location,371723,    成武县
location,371724,    巨野县
location,371725,    郓城县
location,371726,    鄄城县
location,371728,    东明县
location,410000,河南省
location,410100,郑州市
location,410102,    中原区
location,410103,    二七区
location,410104,    管城回族区
location,410105,    金水区
location,410106,    上街区
location,410108,    惠济区
location,410122,    中牟县
location,410181,    巩义市
location,410182,    荥阳市
location,410183,    新密市
location,410184,    新郑市
location,410185,    登封市
location,410200,开封市
location,410202,    龙亭区
location,410203,    顺河回族区
location,410204,    鼓楼区
location,410205,    禹王台区
location,410212,    祥符区
location,410221,    杞县
location,410222,    通许县
location,410223,    尉氏县
location,410225,    兰考县
location,410300,洛阳市
location,410302,    老城区
location,410303,    西工区
location,410304,    瀍河回族区
location,410305,    涧西区
location,410306,    吉利区
location,410311,    洛龙区
location,410322,    孟津县
location,410323,    新安县
location,410324,    栾川县
location,410325,    嵩县
location,410326,    汝阳县
location,410327,    宜阳县
location,410328,    洛宁县
location,410329,    伊川县
location,410381,    偃师市
location,410400,平顶山市
location,410402,    新华区
location,410403,    卫东区
location,410404,    石龙区
location,410411,    湛河区
location,410421,    宝丰县
location,410422,    叶县
location,410423,    鲁山县
location,410425,    郏县
location,410481,    舞钢市
location,410482,    汝州市
location,410500,安阳市
location,410502,    文峰区
location,410503,    北关区
location,410505,    殷都区
location,410506,    龙安区
location,410522,    安阳县
location,410523,    汤阴县
location,410526,    滑县
location,410527,    内黄县
location,410581,    林州市
location,410600,鹤壁市
location,410602,    鹤山区
location,410603,    山城区
location,410611,    淇滨区
location,410621,    浚县
location,410622,    淇县
location,410700,新乡市
location,410702,    红旗区
location,410703,    卫滨区
location,410704,    凤泉区
location,410711,    牧野区
location,410721,    新乡县
location,410724,    获嘉县
location,410725,    原阳县
location,410726,    延津县
location,410727,    封丘县
location,410728,    长垣县
location,410781,    卫辉市
location,410782,    辉县市
location,410800,焦作市
location,410802,    解放区
location,410803,    中站区
location,410804,    马村区
location,410811,    山阳区
location,410821,    修武县
location,410822,    博爱县
location,410823,    武陟县
location,410825,    温县
location,410882,    沁阳市
location,410883,    孟州市
location,410900,濮阳市
location,410902,    华龙区
location,410922,    清丰县
location,410923,    南乐县
location,410926,    范县
location,410927,    台前县
location,410928,    濮阳县
location,411000,许昌市
location,411002,    魏都区
location,411003,    建安区
location,411024,    鄢陵县
location,411025,    襄城县
location,411081,    禹州市
location,411082,    长葛市
location,411100,漯河市
location,411102,    源汇区
location,411103,    郾城区
location,411104,    召陵区
location,411121,    舞阳县
location,411122,    临颍县
location,411200,三门峡市
location,411202,    湖滨区
location,411203,    陕州区
location,411221,    渑池县
location,411224,    卢氏县
location,411281,    义马市
location,411282,    灵宝市
location,411300,南阳市
location,411302,    宛城区
location,411303,    卧龙区
location,411321,    南召县
location,411322,    方城县
location,411323,    西峡县
location,411324,    镇平县
location,411325,    内乡县
location,411326,    淅川县
location,411327,    社旗县
location,411328,    唐河县
location,411329,    新野县
location,411330,    桐柏县
location,411381,    邓州市
location,411400,商丘市
location,411402,    梁园区
location,411403,    睢阳区
location,411421,    民权县
location,411422,    睢县
location,411423,    宁陵县
location,411424,    柘城县
location,411425,    虞城县
location,411426,    夏邑县
location,411481,    永城市
location,411500,信阳市
location,411502,    浉河区
location,411503,    平桥区
location,411521,    罗山县
location,411522,    光山县
location,411523,    新县
location,411524,    商城县
location,411525,    固始县
location,411526,    潢川县
location,411527,    淮滨县
location,411528,    息县
location,411600,周口市
location,411602,    川汇区
location,411621,    扶沟县
location,411622,    西华县
location,411623,    商水县
location,411624,    沈丘县
location,411625,    郸城县
location,411626,    淮阳县
location,411627,    太康县
location,411628,    鹿邑县
location,411681,    项城市
location,411700,驻马店市
location,411702,    驿城区
location,411721,    西平县
location,411722,    上蔡县
location,411723,    平舆县
location,411724,    正阳县
location,411725,    确山县
location,411726,    泌阳县
location,411727,    汝南县
location,411728,    遂平县
location,411729,    新蔡县
location,419001,    济源市
location,420000,湖北省
location,420100,武汉市
location,420102,    江岸区
location,420103,    江汉区
location,420104,    硚口区
location,420105,    汉阳区
location,420106,    武昌区
location,420107,    青山区
location,420111,    洪山区
location,420112,    东西湖区
location,420113,    汉南区
location,420114,    蔡甸区
location,420115,    江夏区
location,420116,    黄陂区
location,420117,    新洲区
location,420200,黄石市
location,420202,    黄石港区
location,420203,    西塞山区
location,420204,    下陆区
location,420205,    铁山区
location,420222,    阳新县
location,420281,    大冶市
location,420300,十堰市
location,420302,    茅箭区
location,420303,    张湾区
location,420304,    郧阳区
location,420322,    郧西县
location,420323,    竹山县
location,420324,    竹溪县
location,420325,    房县
location,420381,    丹江口市
location,420500,宜昌市
location,420502,    西陵区
location,420503,    伍家岗区
location,420504,    点军区
location,420505,    猇亭区
location,420506,    夷陵区
location,420525,    远安县
location,420526,    兴山县
location,420527,    秭归县
location,420528,    长阳土家族自治县
location,420529,    五峰土家族自治县
location,420581,    宜都市
location,420582,    当阳市
location,420583,    枝江市
location,420600,襄阳市
location,420602,    襄城区
location,420606,    樊城区
location,420607,    襄州区
location,420624,    南漳县
location,420625,    谷城县
location,420626,    保康县
location,420682,    老河口市
location,420683,    枣阳市
location,420684,    宜城市
location,420700,鄂州市
location,420702,    梁子湖区
location,420703,    华容区
location,420704,    鄂城区
location,420800,荆门市
location,420802,    东宝区
location,420804,    掇刀区
location,420821,    京山县
location,420822,    沙洋县
location,420881,    钟祥市
location,420900,孝感市
location,420902,    孝南区
location,420921,    孝昌县
location,420922,    大悟县
location,420923,    云梦县
location,420981,    应城市
location,420982,    安陆市
location,420984,    汉川市
location,421000,荆州市
location,421002,    沙市区
location,421003,    荆州区
location,421022,    公安县
location,421023,    监利县
location,421024,    江陵县
location,421081,    石首市
location,421083,    洪湖市
location,421087,    松滋市
location,421100,黄冈市
location,421102,    黄州区
location,421121,    团风县
location,421122,    红安县
location,421123,    罗田县
location,421124,    英山县
location,421125,    浠水县
location,421126,    蕲春县
location,421127,    黄梅县
location,421181,    麻城市
location,421182,    武穴市
location,421200,咸宁市
location,421202,    咸安区
location,421221,    嘉鱼县
location,421222,    通城县
location,421223,    崇阳县
location,421224,    通山县
location,421281,    赤壁市
location,421300,随州市
location,421303,    曾都区
location,421321,    随县
location,421381,    广水市
location,422800,恩施土家族苗族自治州
location,422801,    恩施市
location,422802,    利川市
location,422822,    建始县
location,422823,    巴东县
location,422825,    宣恩县
location,422826,    咸丰县
location,422827,    来凤县
location,422828,    鹤峰县
location,429004,    仙桃市
location,429005,    潜江市
location,429006,    天门市
location,429021,    神农架林区
location,430000,湖南省
location,430100,长沙市
location,430102,    芙蓉区
location,430103,    天心区
location,430104,    岳麓区
location,430105,    开福区
location,430111,    雨花区
location,430112,    望城区
location,430121,    长沙县
location,430124,    宁乡县
location,430181,    浏阳市
location,430200,株洲市
location,430202,    荷塘区
location,430203,    芦淞区
location,430204,    石峰区
location,430211,    天元区
location,430221,    株洲县
location,430223,    攸县
location,430224,    茶陵县
location,430225,    炎陵县
location,430281,    醴陵市
location,430300,湘潭市
location,430302,    雨湖区
location,430304,    岳塘区
location,430321,    湘潭县
location,430381,    湘乡市
location,430382,    韶山市
location,430400,衡阳市
location,430405,    珠晖区
location,430406,    雁峰区
location,430407,    石鼓区
location,430408,    蒸湘区
location,430412,    南岳区
location,430421,    衡阳县
location,430422,    衡南县
location,430423,    衡山县
location,430424,    衡东县
location,430426,    祁东县
location,430481,    耒阳市
location,430482,    常宁市
location,430500,邵阳市
location,430502,    双清区
location,430503,    大祥区
location,430511,    北塔区
location,430521,    邵东县
location,430522,    新邵县
location,430523,    邵阳县
location,430524,    隆回县
location,430525,    洞口县
location,430527,    绥宁县
location,430528,    新宁县
location,430529,    城步苗族自治县
location,430581,    武冈市
location,430600,岳阳市
location,430602,    岳阳楼区
location,430603,    云溪区
location,430611,    君山区
location,430621,    岳阳县
location,430623,    华容县
location,430624,    湘阴县
location,430626,    平江县
location,430681,    汨罗市
location,430682,    临湘市
location,430700,常德市
location,430702,    武陵区
location,430703,    鼎城区
location,430721,    安乡县
location,430722,    汉寿县
location,430723,    澧县
location,430724,    临澧县
location,430725,    桃源县
location,430726,    石门县
location,430781,    津市市
location,430800,张家界市
location,430802,    永定区
location,430811,    武陵源区
location,430821,    慈利县
location,430822,    桑植县
location,430900,益阳市
location,430902,    资阳区
location,430903,    赫山区
location,430921,    南县
location,430922,    桃江县
location,430923,    安化县
location,430981,    沅江市
location,431000,郴州市
location,431002,    北湖区
location,431003,    苏仙区
location,431021,    桂阳县
location,431022,    宜章县
location,431023,    永兴县
location,431024,    嘉禾县
location,431025,    临武县
location,431026,    汝城县
location,431027,    桂东县
location,431028,    安仁县
location,431081,    资兴市
location,431100,永州市
location,431102,    零陵区
location,431103,    冷水滩区
location,431121,    祁阳县
location,431122,    东安县
location,431123,    双牌县
location,431124,    道县
location,431125,    江永县
location,431126,    宁远县
location,431127,    蓝山县
location,431128,    新田县
location,431129,    江华瑶族自治县
location,431200,怀化市
location,431202,    鹤城区
location,431221,    中方县
location,431222,    沅陵县
location,431223,    辰溪县
location,431224,    溆浦县
location,431225,    会同县
location,431226,    麻阳苗族自治县
location,431227,    新晃侗族自治县
location,431228,    芷江侗族自治县
location,431229,    靖州苗族侗族自治县
location,431230,    通道侗族自治县
location,431281,    洪江市
location,431300,娄底市
location,431302,    娄星区
location,431321,    双峰县
location,431322,    新化县
location,431381,    冷水江市
location,431382,    涟源市
location,433100,湘西土家族苗族自治州
location,433101,    吉首市
location,433122,    泸溪县
location,433123,    凤凰县
location,433124,    花垣县
location,433125,    保靖县
location,433126,    古丈县
location,433127,    永顺县
location,433130,    龙山县
location,440000,广东省
location,440100,广州市
location,440103,    荔湾区
location,440104,    越秀区
location,440105,    海珠区
location,440106,    天河区
location,440111,    白云区
location,440112,    黄埔区
location,440113,    番禺区
location,440114,    花都区
location,440115,    南沙区
location,440117,    从化区
location,440118,    增城区
location,440200,韶关市
location,440203,    武江区
location,440204,    浈江区
location,440205,    曲江区
location,440222,    始兴县
location,440224,    仁化县
location,440229,    翁源县
location,440232,    乳源瑶族自治县
location,440233,    新丰县
location,440281,    乐昌市
location,440282,    南雄市
location,440300,深圳市
location,440303,    罗湖区
location,440304,    福田区
location,440305,    南山区
location,440306,    宝安区
location,440307,    龙岗区
location,440308,    盐田区
location,440309,    龙华区
location,440310,    坪山区
location,440400,珠海市
location,440402,    香洲区
location,440403,    斗门区
location,440404,    金湾区
location,440500,汕头市
location,440507,    龙湖区
location,440511,    金平区
location,440512,    濠江区
location,440513,    潮阳区
location,440514,    潮南区
location,440515,    澄海区
location,440523,    南澳县
location,440600,佛山市
location,440604,    禅城区
location,440605,    南海区
location,440606,    顺德区
location,440607,    三水区
location,440608,    高明区
location,440700,江门市
location,440703,    蓬江区
location,440704,    江海区
location,440705,    新会区
location,440781,    台山市
location,440783,    开平市
location,440784,    鹤山市
location,440785,    恩平市
location,440800,湛江市
location,440802,    赤坎区
location,440803,    霞山区
location,440804,    坡头区
location,440811,    麻章区
location,440823,    遂溪县
location,440825,    徐闻县
location,440881,    廉江市
location,440882,    雷州市
location,440883,    吴川市
location,440900,茂名市
location,440902,    茂南区
location,440904,    电白区
location,440981,    高州市
location,440982,    化州市
location,440983,    信宜市
location,441200,肇庆市
location,441202,    端州区
location,441203,    鼎湖区
location,441204,    高要区
location,441223,    广宁县
location,441224,    怀集县
location,441225,    封开县
location,441226,    德庆县
location,441284,    四会市
location,441300,惠州市
location,441302,    惠城区
location,441303,    惠阳区
location,441322,    博罗县
location,441323,    惠东县
location,441324,    龙门县
location,441400,梅州市
location,441402,    梅江区
location,441403,    梅县区
location,441422,    大埔县
location,441423,    丰顺县
location,441424,    五华县
location,441426,    平远县
location,441427,    蕉岭县
location,441481,    兴宁市
location,441500,汕尾市
location,441502,    城区
location,441521,    海丰县
location,441523,    陆河县
location,441581,    陆丰市
location,441600,河源市
location,441602,    源城区
location,441621,    紫金县
location,441622,    龙川县
location,441623,    连平县
location,441624,    和平县
location,441625,    东源县
location,441700,阳江市
location,441702,    江城区
location,441704,    阳东区
location,441721,    阳西县
location,441781,    阳春市
location,441800,清远市
location,441802,    清城区
location,441803,    清新区
location,441821,    佛冈县
location,441823,    阳山县
location,441825,    连山壮族瑶族自治县
location,441826,    连南瑶族自治县
location,441881,    英德市
location,441882,    连州市
location,441900,东莞市
location,442000,中山市
location,445100,潮州市
location,445102,    湘桥区
location,445103,    潮安区
location,445122,    饶平县
location,445200,揭阳市
location,445202,    榕城区
location,445203,    揭东区
location,445222,    揭西县
location,445224,    惠来县
location,445281,    普宁市
location,445300,云浮市
location,445302,    云城区
location,445303,    云安区
location,445321,    新兴县
location,445322,    郁南县
location,445381,    罗定市
location,450000,广西壮族自治区
location,450100,南宁市
location,450102,    兴宁区
location,450103,    青秀区
location,450105,    江南区
location,450107,    西乡塘区
location,450108,    良庆区
location,450109,    邕宁区
location,450110,    武鸣区
location,450123,    隆安县
location,450124,    马山县
location,450125,    上林县
location,450126,    宾阳县
location,450127,    横县
location,450200,柳州市
location,450202,    城中区
location,450203,    鱼峰区
location,450204,    柳南区
location,450205,    柳北区
location,450206,    柳江区
location,450222,    柳城县
location,450223,    鹿寨县
location,450224,    融安县
location,450225,    融水苗族自治县
location,450226,    三江侗族自治县
location,450300,桂林市
location,450302,    秀峰区
location,450303,    叠彩区
location,450304,    象山区
location,450305,    七星区
location,450311,    雁山区
location,450312,    临桂区
location,450321,    阳朔县
location,450323,    灵川县
location,450324,    全州县
location,450325,    兴安县
location,450326,    永福县
location,450327,    灌阳县
location,450328,    龙胜各族自治县
location,450329,    资源县
location,450330,    平乐县
location,450331,    荔浦县
location,450332,    恭城瑶族自治县
location,450400,梧州市
location,450403,    万秀区
location,450405,    长洲区
location,450406,    龙圩区
location,450421,    苍梧县
location,450422,    藤县
location,450423,    蒙山县
location,450481,    岑溪市
location,450500,北海市
location,450502,    海城区
location,450503,    银海区
location,450512,    铁山港区
location,450521,    合浦县
location,450600,防城港市
location,450602,    港口区
location,450603,    防城区
location,450621,    上思县
location,450681,    东兴市
location,450700,钦州市
location,450702,    钦南区
location,450703,    钦北区
location,450721,    灵山县
location,450722,    浦北县
location,450800,贵港市
location,450802,    港北区
location,450803,    港南区
location,450804,    覃塘区
location,450821,    平南县
location,450881,    桂平市
location,450900,玉林市
location,450902,    玉州区
location,450903,    福绵区
location,450921,    容县
location,450922,    陆川县
location,450923,    博白县
location,450924,    兴业县
location,450981,    北流市
location,451000,百色市
location,451002,    右江区
location,451021,    田阳县
location,451022,    田东县
location,451023,    平果县
location,451024,    德保县
